Round,Clients,Latent Dim,Hidden Dim,Rounds,Epochs,Batch Size,Learning Rate,Gamma,Step,fraction-fit,Strategy,Recon Weight,Class Weight,KLD Weight,Beta VAE,Proximal Mu,Eta Adagrad,Eta Adam,Beta 1,Beta 2,Patience,Min Delta,Accuracy,F1 Score,Precision,Recall,Train Loss
49,3,10,512,100,5,32,0.01,0.1,10,1.0,fedadagrad,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,30,0.0,0.07847904722904724,0.012555955786006719,0.006834845089155435,0.07847904722904724,inf
50,3,10,512,100,5,32,0.01,0.1,10,1.0,fedadagrad,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,30,0.0,0.07847904722904724,0.012325951760936281,0.006704228579228579,0.07847904722904724,inf
51,3,10,512,100,5,32,0.01,0.1,10,1.0,fedadagrad,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,30,0.0,0.14717274092274094,0.05539019044453827,0.03595510654721181,0.14717274092274094,inf
52,3,10,512,100,5,32,0.01,0.1,10,1.0,fedadagrad,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,30,0.0,0.1665984165984166,0.061848410269462896,0.03923116554695502,0.1665984165984166,inf
53,3,10,512,100,5,32,0.01,0.1,10,1.0,fedadagrad,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,30,0.0,0.14576508326508328,0.05424293552851428,0.03688373587798875,0.14576508326508328,inf
54,3,10,512,100,5,32,0.01,0.1,10,1.0,fedadagrad,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,30,0.0,0.1665984165984166,0.05888382555049221,0.036074806663041956,0.1665984165984166,inf
55,3,10,512,100,5,32,0.01,0.1,10,1.0,fedadagrad,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,30,0.0,0.1665984165984166,0.06296886998641384,0.03991592444717445,0.1665984165984166,inf
56,3,10,512,100,5,32,0.01,0.1,10,1.0,fedadagrad,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,30,0.0,0.1381637319137319,0.05007320650913328,0.032223497848497845,0.1381637319137319,inf
57,3,10,512,100,5,32,0.01,0.1,10,1.0,fedadagrad,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,30,0.0,0.1291547229047229,0.04882374111336529,0.03364136602039828,0.1291547229047229,inf
58,3,10,512,100,5,32,0.01,0.1,10,1.0,fedadagrad,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,30,0.0,0.15618174993174994,0.06156659906659906,0.041881012193512195,0.15618174993174994,inf
