Round,Clients,Latent Dim,Hidden Dim,Rounds,Epochs,Batch Size,Learning Rate,Gamma,Step,fraction-fit,Strategy,Recon Weight,Class Weight,KLD Weight,Beta VAE,Proximal Mu,Eta Adagrad,Eta Adam,Beta 1,Beta 2,Patience,Min Delta,Accuracy,F1 Score,Precision,Recall,Train Loss
41,5,15,512,100,5,16,0.0001,0.1,10,1.0,fedadagrad,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,15,0.0,0.2601904176904177,0.15299343033754798,0.13431331479577094,0.2601904176904177,inf
42,5,15,512,100,5,16,0.0001,0.1,10,1.0,fedadagrad,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,15,0.0,0.2332923832923833,0.12564318253480158,0.12763917284857182,0.2332923832923833,inf
43,5,15,512,100,5,16,0.0001,0.1,10,1.0,fedadagrad,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,15,0.0,0.2888646601146601,0.18018477710009967,0.1539382728325757,0.2888646601146601,inf
44,5,15,512,100,5,16,0.0001,0.1,10,1.0,fedadagrad,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,15,0.0,0.20783783783783782,0.10716941780573885,0.12823125777641906,0.20783783783783782,inf
45,5,15,512,100,5,16,0.0001,0.1,10,1.0,fedadagrad,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,15,0.0,0.2908722358722359,0.1770779537352118,0.1480865432740433,0.2908722358722359,inf
46,5,15,512,100,5,16,0.0001,0.1,10,1.0,fedadagrad,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,15,0.0,0.22662571662571662,0.1180523262176488,0.12621708754061695,0.22662571662571662,inf
47,5,15,512,100,5,16,0.0001,0.1,10,1.0,fedadagrad,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,15,0.0,0.29996314496314497,0.18450635866361673,0.15068130036880037,0.29996314496314497,inf
1,5,15,512,100,5,16,0.0001,0.1,10,1.0,fedadagrad,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,15,0.0,0.09747747747747748,0.023908457592668117,0.013787306627601466,0.09747747747747748,inf
2,5,15,512,100,5,16,0.0001,0.1,10,1.0,fedadagrad,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,15,0.0,0.1124017199017199,0.02905555450447091,0.017176453780953164,0.1124017199017199,inf
3,5,15,512,100,5,16,0.0001,0.1,10,1.0,fedadagrad,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,15,0.0,0.07287162162162161,0.016301162581650385,0.009220285107742879,0.07287162162162161,inf
4,5,15,512,100,5,16,0.0001,0.1,10,1.0,fedadagrad,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,15,0.0,0.051606265356265356,0.005330050873529134,0.0028164115977575743,0.051606265356265356,inf
5,5,15,512,100,5,16,0.0001,0.1,10,1.0,fedadagrad,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,15,0.0,0.09747747747747748,0.02390845759266812,0.013787306627601466,0.09747747747747748,inf
6,5,15,512,100,5,16,0.0001,0.1,10,1.0,fedadagrad,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,15,0.0,0.09747747747747748,0.02390845759266812,0.01378730662760147,0.09747747747747748,inf
7,5,15,512,100,5,16,0.0001,0.1,10,1.0,fedadagrad,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,15,0.0,0.09011773136773137,0.018650918247692442,0.010641052228448574,0.09011773136773137,inf
8,5,15,512,100,5,16,0.0001,0.1,10,1.0,fedadagrad,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,15,0.0,0.09747747747747748,0.02390845759266812,0.01378730662760147,0.09747747747747748,inf
9,5,15,512,100,5,16,0.0001,0.1,10,1.0,fedadagrad,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,15,0.0,0.09011773136773137,0.018650918247692442,0.010641052228448574,0.09011773136773137,inf
10,5,15,512,100,5,16,0.0001,0.1,10,1.0,fedadagrad,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,15,0.0,0.09747747747747748,0.02390845759266812,0.01378730662760147,0.09747747747747748,inf
11,5,15,512,100,5,16,0.0001,0.1,10,1.0,fedadagrad,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,15,0.0,0.1124017199017199,0.02905555450447091,0.017176453780953164,0.1124017199017199,inf
12,5,15,512,100,5,16,0.0001,0.1,10,1.0,fedadagrad,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,15,0.0,0.09747747747747748,0.02390845759266812,0.01378730662760147,0.09747747747747748,inf
13,5,15,512,100,5,16,0.0001,0.1,10,1.0,fedadagrad,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,15,0.0,0.1124017199017199,0.03145840055757164,0.01899796180337242,0.1124017199017199,inf
14,5,15,512,100,5,16,0.0001,0.1,10,1.0,fedadagrad,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,15,0.0,0.09747747747747748,0.02390845759266812,0.01378730662760147,0.09747747747747748,inf
15,5,15,512,100,5,16,0.0001,0.1,10,1.0,fedadagrad,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,15,0.0,0.1124017199017199,0.029055554504470914,0.017176453780953164,0.1124017199017199,inf
16,5,15,512,100,5,16,0.0001,0.1,10,1.0,fedadagrad,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,15,0.0,0.07603808353808354,0.047615001365001366,0.036457138957138965,0.07603808353808354,inf
17,5,15,512,100,5,16,0.0001,0.1,10,1.0,fedadagrad,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,15,0.0,0.21855753480753481,0.08975822858887375,0.0601624849976368,0.21855753480753481,inf
18,5,15,512,100,5,16,0.0001,0.1,10,1.0,fedadagrad,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,15,0.0,0.1919400081900082,0.08789592839592839,0.07731216717012171,0.1919400081900082,inf
19,5,15,512,100,5,16,0.0001,0.1,10,1.0,fedadagrad,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,15,0.0,0.1919400081900082,0.08698809748809748,0.07562392430540825,0.1919400081900082,inf
20,5,15,512,100,5,16,0.0001,0.1,10,1.0,fedadagrad,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,15,0.0,0.19194000819000817,0.08789592839592839,0.07731216717012171,0.19194000819000817,inf
21,5,15,512,100,5,16,0.0001,0.1,10,1.0,fedadagrad,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,15,0.0,0.14251945126945126,0.03567539838902068,0.020401045497348475,0.14251945126945126,inf
